p_date,sostype,refer_domain,pv,page_uv
20190620,,imis.baijiahao.baidu.com,38,3
20190618,,app.myzaker.com,2,2
20190619,android,www.immomo.com,2,2
20190620,,cross.webdev.com,9,2
20190615,android,t.cn,8,8
20190618,,mis.b.baidu.com,3,3
20190615,,monitor.int800.com,56,11
20190619,android,www.google.com.hk,95,84
20190618,,translate.googleusercontent.com,11,9
20190620,,ts.wlmq.xj.yuqing.pro,3,1
20190618,,cross.webdev.com,7,1
20190620,android,www.lkong.net,1,1
20190620,,test.p.kp.webdev.com,7,1
20190618,,www.wenfangge.cn,4,1
20190617,android,c.xiumi.us,1,1
20190620,iphone,www.google.co.zm,1,1
20190619,android,gd-api.ad.jiguang.cn,2,2
20190619,,yycmsx.com,2,1
20190616,,elight.cn,1,1
20190618,iphone,www.qq.com,2,2
20190616,android,www.google.com.tw,37,32
20190620,,www.meijiequan.com,8,6
20190614,,link.zhihu.com,6,6
20190619,iphone,www.google.com.vn,9,8
20190617,,qinghaipolice.yuqing.pro,4,2
20190620,,manage.news.wsd.com,309,1
20190614,,www.google.md,1,1
20190619,android,10.1.1.4,3,3
20190616,,nmis.baijiahao.baidu.com,63,3
20190615,,hzga.yuqing.pro,1,1
20190618,iphone,www.urlshare.cn,5,4
20190616,,m.baidu.com,1085,1009
20190617,,geek.coral.qq.com,134,40
20190616,,nanchong.topic.yuqing.pro,1,1
20190614,,www.google.ae,1,1
20190616,iphone,r.cnews.qq.com,1,1
20190617,,bqga.yuqing.pro,1,1
20190619,iphone,h5.qzone.qq.com,1,1
20190614,,wap.sogou.com,159,149
20190614,iphone,news.qq.com,98,80
20190616,iphone,www.google.ae,3,3
20190615,android,tieba.baidu.com,15,13
20190617,android,10.1.1.4,3,3
20190618,,www.5hcm.com,1,1
20190618,,17tui.danews.cc,1,1
20190618,,github.com,9,9
20190619,android,10.91.200.211,3,3
20190616,android,192.168.250.254,1,1
20190618,,www.huaxianiu.com,10,3
20190616,android,nativeapp.toutiao.com,25,25
20190620,iphone,adm.bjtxmj.com,14,1
20190616,,sg.quanmeipai.com,1,1
20190619,,ptt.int800.com,5,2
20190618,android,www.yuqing.pro,108,97
20190614,,judge1.internal.yuqing.pro,29,7
20190618,android,m.gpcsoft.com,1,1
20190618,android,gaoloumi.cc,1,1
20190616,,docs.qq.com,24,4
20190614,iphone,www.google.nl,7,7
20190618,android,spread.shida.sogou.com,2,2
20190616,iphone,tieba.baidu.com,3,3
20190615,,dmh.bjxsyx.com,1,1
20190616,android,w.mail.qq.com,1,1
20190619,,so.m.sm.cn,243,225
20190617,,exmail.qq.com,3,2
20190620,,cdposs.webdev.com,132,26
20190616,,link.zhihu.com,4,4
20190614,,1.1.1.3,4,4
20190620,,cnwe3editor.wisenews.net,1,1
20190620,,weibo.com,1,1
20190617,,www.imooc.com,3,3
20190615,,pinggu.baidu.com,2,2
20190617,,wenchenchuanmei.danews.cc,5,1
20190618,,audit.mp.sohuno.com,1,1
20190617,,label.baidu.com,1,1
20190615,,shouqu.me,1,1
20190615,,www.bsdgzsy.cn,1,1
20190614,iphone,tieba.baidu.com,9,9
20190616,android,192.168.100.100,1,1
20190615,iphone,quark.sm.cn,101,101
20190620,,www.xinwenvip.com,14,7
20190619,android,www.pinterest.jp,1,1
20190615,,www.sogou.com,2297,2143
20190616,,yuqing.zhiweidata.com,27,20
20190617,iphone,www.google.fr,25,25
20190620,android,1.1.1.3,60,52
20190619,android,1.1.1.1,1,1
20190618,,ybcuipinggongan.topic.yuqing.pro,2,1
20190615,,baowen.xhh.com,2095,95
20190617,iphone,www.google.co.uk,100,93
20190616,,test.chuangcc.com,1,1
20190618,,www.zmedia.com,69,2
20190616,iphone,weibo.cn,1,1
20190620,,mmbiz.oa.com,55,9
20190617,,www.hvtong.com.cn,1,1
20190617,iphone,mobile.gsdata.cn,1,1
20190618,iphone,www.google.com.au,206,183
20190620,android,m.so.com,387,368
20190614,,test.wangzherongyao.cn,167,7
20190614,,media.yunshizhi.com,1,1
20190618,android,10.0.5.26,1,1
20190620,,47.93.53.62,1,1
20190618,,www.dogedoge.com,1,1
20190615,android,www.google.it,3,3
20190619,android,10.68.244.90,1,1
20190616,android,yp.peopleyun.cn,1,1
20190620,android,ox.remen2019.com,2,1
20190614,iphone,www.google.cl,1,1
20190615,,www.google.com.tw,110,105
20190616,iphone,www.google.at,3,3
20190615,iphone,www.google.co.nz,31,31
20190615,iphone,www.google.ru,6,4
20190615,,ll.qhd.he.yuqing.pro,1,1
20190619,,bw.wangzherongyao.cn,12,2
20190616,iphone,www.google.com.tr,1,1
20190620,,jbzx.wx.xj.yuqing.pro,1,1
20190620,,www.meijiehz.com,21,5
20190618,,zsb.chd.edu.cn,2,2
20190614,,cd.qq.com,4687,2490
20190619,,news.qq.com,12,9
20190614,,gzgd.hzfanews.com,1,1
20190619,,www.xsyqlink.com,3,1
20190616,android,106.12.203.240,1,1
20190620,,shimo.im,4,3
20190618,,qinghaipolice.yuqing.pro,3,1
20190615,,180.97.80.205,1,1
20190615,,baijiahao.baidu.com,1,1
20190616,,kuaibao.qq.com,12200,2075
20190619,android,tieba.baidu.com,12,10
20190619,,kp.webdev.com,525,59
20190614,,www.tscmjt.com,7,5
20190618,android,192.168.10.4,1,1
20190618,,ruanwencheng.com,4,1
20190615,android,www.google.com.ph,2,2
20190616,iphone,m.baidu.com,32968,30255
20190616,,192.168.1.187,80,80
20190614,iphone,www.google.com.my,294,256
20190620,,www.jianshu.com,4,4
20190616,android,www.qq.com,1,1
20190620,android,m.ll32.cn,1,1
20190618,,www.myzaker.com,8,7
20190618,android,coral.qq.com,3,3
20190620,,www.jfyf.com,6,3
20190619,,ga.yh.cz.he.yuqing.pro,1,1
20190614,,new.xinhuadata.com,1,1
20190616,,baota.topic.yuqing.pro,1,1
20190615,android,www.51taojinge.com,2,1
20190620,,120.132.6.31,1,1
20190614,android,10.133.248.150,1,1
20190619,,www.xinwenvip.com,15,5
20190618,,wx2.qq.com,152,24
20190614,,www.google.pt,1,1
20190614,,bl.xiezuodaren.com,18,3
20190617,iphone,www.google.de,50,49
20190616,,work.mediakuang.com,6,2
20190618,,cache.baiducontent.com,9,9
20190615,,coral.webdev.com,25,5
20190614,iphone,wxn.qq.com,76,39
20190614,,ga.xinhe.aks.xj.yuqing.pro,3,1
20190618,,demo.bjzjtp.com,1,1
20190618,,www.google.ch,2,2
20190618,,kuai百度,123,79
20190619,,www.wenlvnews.com,3,1
20190620,iphone,www.haokan123.net.cn,1,1
20190616,,www.google.com.tr,1,1
20190617,,www.phpoa.cn,1,1
20190618,,www.qq.com,1518,1414
20190618,,www.google.com.tw,133,121
20190620,iphone,www.google.co.in,4,3
20190620,,www.newspeedo.com,2,2
20190615,,task.www.sogou.com,2,2
20190620,android,www.hljga.gov.cn,1,1
20190615,iphone,pic.sogou.com,1,1
20190618,,192.168.0.62,2,2
20190614,android,ent.ifeng.com,1,1
20190619,android,www.wangmeivip.com,2,1
20190615,android,pic.sogou.com,16,15
20190618,,66law.cn,2,2
20190619,,adm.bjtxmj.com,32,3
20190620,,ga.shaya.aks.xj.yuqing.pro,1,1
20190614,android,172.16.0.2,1,1
20190616,,bbs.runbible.cn,1,1
20190618,android,1.1.1.181,1,1
20190615,,test.cnews.qq.com,1,1
20190620,,www.cduestc.cn,1,1
20190619,,www.google.co.uk,27,26
20190615,android,www.google.nl,5,5
20190614,android,www.hljga.gov.cn,1,1
20190617,,blog.sina.com.cn,3,3
20190620,,mp.weixin.qq.com,2,2
20190617,,www.xiaoma.net,1,1
20190617,iphone,zhidao.baidu.com,2,1
20190619,,www.google.co.za,1,1
20190614,android,wx.yxm360.com,3,1
20190617,,yangxian.yuqing.pro,1,1
20190616,,yqms.istarshine.com,1,1
20190619,,zol.com.cn,1,1
20190616,android,10.131.7.33,1,1
20190619,,rc.qzone.qq.com,1,1
20190615,,shimo.im,3,2
20190619,,www.quanmeipai.com,2,2
20190614,android,gd.qq.com,2,1
20190615,,www.qq.com,1893,1500
20190615,,p.kp.webdev.com,2004,29
20190620,,rx.zg.sc.topic.yuqing.pro,5,2
20190616,,vyi.wangzherongyao.cn,1750,17
20190615,android,3g.china.com,6,6
20190616,android,www.google.it,1,1
20190614,,news.zhibo8.cc,3,3
20190618,,www.scdzj.gov.cn,4,4
20190619,,admin-mp.seeyouyima.com,2,1
20190615,,news.wsd.com,1,1
20190617,android,192.168.11.5,1,1
20190614,android,om.qq.com,5,3
20190617,android,quick.huigoufang.com,4,2
20190617,iphone,tieba.baidu.com,2,2
20190615,,ga.shz.bt.xj.yuqing.pro,1,1
20190616,,wl.bygl.xj.yuqing.pro,1,1
20190618,,people.com.cn,1,1
20190618,,test.cnews.qq.com,1,1
20190619,iphone,www.pinterest.com,83,80
20190616,,news.gzcc.cn,1,1
20190620,android,www.google.de,3,3
20190618,iphone,app.myzaker.com,1,1
20190617,,www.tscmjt.com,3,1
20190617,,www.huashilm.com,3,2
20190620,,image.so.com,64,57
20190620,android,m.gdt.qq.com,6,6
20190614,,4000552360.com,1,1
20190619,,www.jianshu.com,3,3
20190618,,ivane.lenovo.com,2,2
20190619,android,so.m.sm.cn,5841,5464
20190618,,casestudy.wsd.com,10,4
20190620,,lk.yunshizhi.com,1,1
20190619,,qiji.snfsmmaj.cn,1,1
20190620,android,qzs.qq.com,5,3
20190617,,m.yz.sm.cn,1,1
20190617,,copyright.om.qq.com,3,2
20190619,android,www.eqsc.gov.cn,1,1
20190618,android,www.google.co.id,1,1
20190617,,yulin.yuqing.pro,3,1
20190615,iphone,m.baidu.com,30970,28617
20190616,,m.so.com,23,20
20190620,,www.google.co.uk,15,13
20190620,,yibin.yuqing.pro,2,1
20190620,,168.jcgg.top,1,1
20190617,,www.google.nl,2,2
20190614,,crm.wuhannb.cn,5,1
20190618,android,quick.huigoufang.com,1,1
20190620,,ivane.lenovo.com,1,1
20190617,,www.lessons.org.cn,1,1
20190619,,s.weibo.com,214,194
20190614,,www.google.fr,12,12
20190615,,www.google.ru,10,7
20190615,android,www.yuqing.pro,88,78
20190619,,index.data.webdev.com,4,3
20190617,,711.yuqing.pro,1,1
20190616,,translate.googleusercontent.com,3,3
20190618,,cd.qqinternal.com,2,1
20190614,,gaoxin.yuqing.pro,1,1
20190619,,www.meltoday.com,1,1
20190617,iphone,kuaibao.qq.com,847,350
20190619,iphone,news.qq.com,35,27
20190618,,ga.xh.lf.he.yuqing.pro,1,1
20190617,android,meitigongxiang.danews.cc,1,1
20190614,,baike.sogou.com,1,1
20190618,,106.12.98.228,2,1
20190617,,www.google.ru,3,2
20190616,,audit.cms.webdev.com,106,11
20190619,android,www.google.com.my,25,24
20190617,,user.qzone.qq.com,21,17
20190620,android,www.scdzj.gov.cn,1,1
20190617,,zhidao.baidu.com,3,2
20190620,android,www.weivb.com,1,1
20190614,,www.google.co.th,1,1
20190620,,ac.1datatech.cn,1,1
20190617,,forum.purseblog.com,1,1
20190617,,www.google.co.th,1,1
20190617,,www.jmxwt.cn,1,1
20190614,,qinghaipolice.yuqing.pro,1,1
20190620,,www.news-tg.com,2,1
20190614,android,www.bianji.net,1,1
20190615,,www.xm909.com,1,1
20190619,android,sy.trs.net.cn,1,1
20190616,android,3gimg.qq.com,2,2
20190615,android,7nm.top,7,2
20190614,android,www.51taojinge.com,5,1
20190619,,xianga.topic.yuqing.pro,2,1
20190620,iphone,www.google.ca,269,246
20190619,iphone,www.google.be,3,3
20190617,,qgame.oa.com,1,1
20190618,,www.huyaruanwen.com,25,6
20190617,iphone,igulu.com.cn,1,1
20190617,,kuaipao.webdev.com,15,2
20190620,,lp.ht.xj.yuqing.pro,1,1
20190617,,www.sc-sanyang.com,1,1
20190617,android,qzs.qq.com,8,6
20190619,,hancheng.yuqing.pro,1,1
20190619,,sh.qq.com,3,3
20190614,,pzzxh.blogchina.com,1,1
20190614,,www.qq.com,4323,3413
20190617,android,www.dapengjiaoyu.com,11,7
20190615,android,www.myzaker.com,1,1
20190614,,www.zhibo8.cc,10,10
20190620,Unknown,www.google.com,1,1
20190616,iphone,www.imxingzhe.com,1,1
20190619,,www.google.com.my,23,23
20190614,iphone,www.zuanke8.com,11,11
20190619,android,zixun.html5.qq.com,48,4
20190617,,119.254.15.195,1,1
20190614,,huaxianiu.com,3,2
20190615,,om.qq.com,3675,1293
20190619,,192.168.1.187,398,398
20190618,android,\N,45,42
20190615,,ptt.int800.com,3,2
20190614,android,www.google.co.jp,5,5
20190617,,9.24.23.94,1,1
20190615,iphone,weixin.cos.99.com,3,3
20190617,,695.yuqing.pro,1,1
20190618,,www.google.com.bz,2,2
20190618,,pinggu.baidu.com,1,1
20190614,iphone,cn.bing.com,5,5
20190614,,wiki.dudiangushi.com,2,1
20190616,iphone,www.google.mu,1,1
20190616,,g.bd6mm.cn,1,1
20190620,,skycc.weisuda.net,1,1
20190618,android,10.84.131.49,2,2
20190620,,cse.google.com,1,1
20190614,,yuqing.gsdata.cn,46,25
20190617,,yqctl.96199cn.com,2,1
20190617,,cop.om.webdev.com,3,3
20190620,,shouqu.me,1,1
20190619,iphone,www.google.com.tr,1,1
20190619,,www.etan.vip,6,3
20190620,android,xa911.cn,2,2
20190616,,zhidao.baidu.com,6,6
20190614,,test.manage.news.wsd.com,1,1
20190616,iphone,www-360doc-cn.mipcdn.com,1,1
20190614,android,www.sogou.com,1,1
20190615,android,www.google.ru,1,1
20190618,android,10.31.128.1,2,1
20190616,,www.google.co.jp,21,21
20190615,,h5.xyookj.com,1,1
20190617,,www.google.se,1,1
20190620,android,smartbox.html5.qq.com,14,10
20190615,iphone,zh.m.wikipedia.org,1,1
20190618,,legal.bytedance.net,4,1
20190619,,ybgaoxiangongan.yuqing.pro,1,1
20190615,,forum.51nb.com,2,2
20190614,,www.myunmei.com,1,1
20190618,android,www.qq.com,1,1
20190618,,k.inews.webdev.com,3,1
20190617,android,1.1.1.181,1,1
20190615,,www.linkgou.com,1,1
20190614,,www.weibo.com,1,1
20190615,iphone,so.m.sm.cn,1944,1885
20190615,,sns.qzone.qq.com,11,8
20190618,,chencang.yuqing.pro,1,1
20190614,,m.qlhkyj.cn,1,1
20190614,iphone,www.google.com.ar,3,2
20190615,,st.so.com,2,2
20190615,android,m.facebook.com,3,3
20190619,,pinggu.baidu.com,1,1
20190617,android,www.google.es,3,3
20190619,,testbadcase.wsd.com,3,2
20190615,,news.hbut.edu.cn,1,1
20190620,,www.hkccoc.org,1,1
20190615,android,10.1.1.4,1,1
20190620,android,yz.m.sm.cn,9112,8465
20190617,android,m.so.com,362,346
20190618,,m.sm.cn,23,21
20190619,android,m.aabnl.cn,3,2
20190618,android,url.cn,5,5
20190614,,bbs.wenxuecity.com,5,5
20190619,,www.google.co.id,1,1
20190618,,www.google.de,28,26
20190619,,www.google.fr,8,8
20190615,android,111.208.95.174,2,2
20190616,android,xa911.cn,3,3
20190615,android,login.wifi.gov.mo,1,1
20190614,,v.qq.com,1,1
20190618,,geek.coral.qq.com,123,46
20190617,,www.google.it,2,2
20190619,,link.zhihu.com,6,6
20190617,,www.google.es,11,10
20190615,android,m.gdt.qq.com,3,3
20190616,android,lidun.onsys.org,1,1
20190620,,www.gz5055.com,1,1
20190618,,www.lnmtc.com,1,1
20190619,,www.265g.com,2,2
20190620,iphone,search.weixin.qq.com,6,6
20190618,,zhishu.oa.com,1,1
20190615,,m.weibo.cn,3,2
20190617,iphone,coral.qq.com,7,5
20190617,,service.cheliuliang.cn,2,1
20190614,,www.biguiyuanvip.com,3,1
20190617,,cloud.tencent.com,1,1
20190618,,baidurank.aizhan.com,2,1
20190616,,www.mugeda.com,1,1
20190618,,www.quanmeipai.com,4,3
20190617,,info.36.cn,1,1
20190618,iphone,www.google.com.sv,1,1
20190620,,101.227.78.30,1,1
20190619,,www.farseerbi.com,2,2
20190617,,ga.hhz.yn.yuqing.pro,1,1
20190614,android,wisd.sogou.com,1,1
20190620,,zhidao.baidu.com,5,3
20190620,,crm.wuhannb.cn,2,1
20190618,,wei90.wangzherongyao.cn,214,10
20190620,android,adm.bjtxmj.com,9,3
20190619,,www.qhchcb.com,1,1
20190620,iphone,www.yuqing.pro,20,17
20190618,,683.yuqing.pro,1,1
20190618,,mt.chinaz.com,4,2
20190617,,jd.com,1,1
20190616,iphone,m.db.house.qq.com,1,1
20190620,iphone,xt.17weike.com,1,1
20190617,android,192.168.1.1,1,1
20190615,,www.biguiyuanvip.com,2,2
20190618,iphone,www.google.com.tw,464,400
20190616,,180.97.80.205,3,3
20190614,iphone,m.zhibo8.cc,4,4
20190618,,49.4.84.79,1,1
20190620,,cloud.tencent.com,3,3
20190616,,www.herestarter.com,1,1
20190614,android,www-360doc-cn.mipcdn.com,1,1
20190619,,www.alphainfo.com.cn,2,1
20190617,android,172.17.255.13,1,1
20190614,android,192.168.103.254,1,1
20190619,,wx.qq.com,126,27
20190616,android,crowd.dreamore.com,1,1
20190618,,www.imooc.com,1,1
20190620,,cfw.cf.qq.com,1,1
20190618,android,172.16.1.1,1,1
20190620,,bl.xiezuodaren.com,4,1
20190617,,zhenba.yuqing.pro,1,1
20190614,,sxyh.yncash.com.cn,2,2
20190615,,geek.coral.qq.com,190,32
20190620,android,spread.shida.sogou.com,2,2
20190617,android,www.google.ie,1,1
20190617,,\N,1,1
20190617,,qhxiningpolice.yuqing.pro,6,1
20190618,,pretest.goods.webdev.com,16,2
20190617,,www.myunmei.com,2,2
20190618,android,tieba.baidu.com,10,8
20190614,iphone,m.facebook.com,12,12
20190618,,10.22.112.93,20,1
20190620,,t.co,2,1
20190615,android,quark.sm.cn,477,455
20190615,,sxyh.yncash.com.cn,1,1
20190620,android,gd.qq.com,3,2
20190615,,xianga.topic.yuqing.pro,2,1
20190620,iphone,link.zhihu.com,1,1
20190620,iphone,vcard.xmheigu.com,8,1
20190616,,gd.qq.com,98,74
20190620,,www.google.co.kr,10,6
20190615,android,10.10.80.240,1,1
20190614,,www.zuanke8.com,59,57
20190618,,www.google.ru,5,5
20190618,,st.so.com,2,2
20190620,android,m.msujd.cn,1,1
20190615,,www.google.se,1,1
20190616,,localhost,2,1
20190619,,devsports.webdev.com,1,1
20190620,,cs.fiplus.cn,2,2
20190614,,www.20z.com,1,1
20190619,iphone,www.google.com.hk,713,641
20190616,,news.qq.com,11,10
20190620,,www.wangid.com,6,4
20190614,,m.chemm.com,2,2
20190619,iphone,www.ruantui.cn,1,1
20190616,,www.google.de,24,23
20190620,android,www.baidu.com,42,34
20190619,,www.ruizhicb.com,17,2
20190617,,youku.com,1,1
20190615,android,10.2.2.2,1,1
20190617,iphone,m.om.qq.com,1,1
20190614,,bbs.level-plus.net,1,1
20190616,iphone,www.google.it,48,41
20190618,,sz.jq.gs.yuqing.pro,1,1
20190620,android,m.wfsjky.com,1,1
20190616,android,www.urlshare.cn,1,1
20190614,,pushsys.wsd.com,35,5
20190614,android,login.sina.com.cn,2,2
20190619,,apple.com,1,1
20190618,,www.lhmc.edu.cn,1,1
20190617,,task.www.sogou.com,4,2
20190617,iphone,www.hebce.org,2,1
20190615,,cdposs.webdev.com,10,3
20190614,iphone,m.ko02.cn,1,1
20190620,,www.google.co.ve,1,1
20190620,android,10.131.7.37,1,1
20190618,,report.g3user.com,1,1
20190614,android,10.133.248.74,1,1
20190618,,zhishi.51shebao.com,1,1
20190616,android,warning.51wyq.cn,1,1
20190618,,192.168.48.1,1,1
20190614,,st.so.com,1,1
20190617,,mafengwo.cn,1,1
20190619,,gk-dm.tpddns.cn,1,1
20190620,,www.pinterest.com,18,15
20190620,android,111.208.95.174,3,2
20190619,,ga.yc.cq.yuqing.pro,6,3
20190617,,yuqing.yuanha.net,1,1
20190616,android,zombit.info,1,1
20190619,,lego.wsd.oa.com,6,1
20190620,iphone,10.72.50.40,120,1
20190620,,q.yizhuan5.com,1,1
20190620,android,pinterest.com,50,50
20190620,,admin.e-press.com.cn,3,3
20190614,,image.so.com,77,66
20190617,,tool.gsjubao.cn,1,1
20190615,,www.20z.com,17,2
20190615,android,m.flashchin.com,2,2
20190620,,yokid.cn,1,1
20190619,android,zh.m.wikipedia.org,3,3
20190617,,db.house.qq.com,3,3
20190615,,www.google.ie,1,1
20190614,,news.jxnu.edu.cn,1,1
20190619,iphone,ptt.int800.com,5,1
20190620,android,172.22.231.252,1,1
20190619,android,12.12.12.3,1,1
20190614,,694.yuqing.pro,1,1
20190617,,www.qq.com,3444,3047
20190619,android,yz.m.sm.cn,8898,8267
20190619,,om.qq.com,5271,1816
20190617,,www.bianji.net,18,8
20190614,,www.google.it,6,6
20190619,,test.wangzherongyao.cn,267,8
20190614,,fengt-t.github.io,1,1
20190620,,manhuatai.com,1,1
20190619,android,668.yuqing.pro,1,1
20190614,,www.google.com,4171,3962
20190614,iphone,m.so.com,161,160
20190614,android,3.1.1.10,3,3
20190616,android,feed.theta.sogou.com,47,33
20190618,android,qzs.qq.com,13,5
20190617,,www.daifagao.com,1,1
20190617,iphone,www.google.dk,2,2
20190615,,www.facebook.com,5,5
20190617,,dt.xunku.org,3,2
20190619,,qinghaipolice.yuqing.pro,2,1
20190619,,wnga.yuqing.pro,1,1
20190620,android,10.255.255.2,1,1
20190620,,deyang.yuqing.pro,1,1
20190615,,zb.mangsou.com,85,17
20190617,,zsb.chd.edu.cn,3,3
20190617,iphone,www.zjqyjy.com,2,1
20190617,,9.24.140.7,366,3
20190617,,www.ab173.com,2,2
20190620,,pilot.cdposs.qq.com,27,12
20190619,,www.chushantech.com,1,1
20190616,,1.1.1.2,1,1
20190619,,inside.douwangkeji.com,6,2
20190616,,zh.m.wikipedia.org,3,3
20190620,android,finance.qq.com,1,1
20190619,iphone,www.google.dk,1,1
20190620,,test.rec.webdev.com,4,2
20190619,,yq.e23.cn,1,1
20190618,,article.jumeinet.com,4,1
20190614,,article.om.webdev.com,9,2
20190614,,r.webdev.com,88,2
20190620,,www.google.com.vn,2,2
20190614,,h.bianzhifu.com,1,1
20190620,android,100.100.100.100,2,2
20190614,,www.google.ie,1,1
20190615,android,img.so.wjbaike.site,1,1
20190615,,cont-manage.qutoutiao.net,5,1
20190618,,m.sogou.com,255,244
20190618,iphone,www.google.fr,37,33
20190614,android,ddd.xinhuaenews.com,1,1
20190620,,www.meijiehang.com,15,10
20190615,android,1.1.1.2,28,24
20190614,,www.yqplat.com,1,1
20190614,,mis.b.baidu.com,8,5
20190616,android,www.google.com.my,21,20
20190617,,kbnews.webdev.com,118,13
20190619,,judge1.internal.yuqing.pro,34,5
20190614,,fagaoba.ycbyseo.com,1,1
20190616,,bl.danews.cc,2,1
20190618,,www.google.com.hk,382,354
20190620,iphone,wapbaike.baidu.com,1,1
20190616,android,www.miui.com,1,1
20190617,android,xt.17weike.com,1,1
20190614,android,ts.ht1020.com,1,1
20190618,iphone,vcard.xmheigu.com,1,1
20190618,,zmt.lesoz.cn,4,1
20190616,android,huaban.com,1,1
20190615,,www.100pei.com,1,1
20190620,,www.k8rj.com,1,1
20190619,android,om.qq.com,2,1
20190615,,adm.zzbdf.com,166,10
20190619,iphone,search.weixin.qq.com,3,3
20190615,,www.google.fi,2,2
20190618,,www.xiezuodaren.com,3,1
20190618,,www.google.gr,1,1
20190620,android,m.weibo.cn,54,51
20190616,android,www.google.ie,2,2
20190614,android,m5.baidu.com,5,5
20190618,,i.mediapr.humuson.com.cn,1,1
20190620,iphone,www.lkong.net,1,1
20190619,,www.ctoy.com.cn,1,1
20190614,,www.openurls.com.cn,630,15
20190614,android,10.1.1.1,3,3
20190614,,news.yunwei.click,2,1
20190615,android,www.google.la,1,1
20190615,android,www.zjqyjy.com,1,1
20190615,iphone,m.so.com,150,146
20190615,android,www.xiangjiu.cc,1,1
20190616,android,zixuncooperation.html5.qq.com,20,16
20190620,android,m.aidu360.com,1,1
20190615,iphone,www.google.com.my,286,254
20190616,,p.kp.webdev.com,743,21
20190618,,reef.webdev.com,63,10
20190614,,cloud.tencent.com,6,5
20190619,,794.yuqing.pro,2,1
20190614,,202.84.17.49,1,1
20190620,iphone,www.google.com.my,232,202
20190620,,cn.bing.com,21,20
20190616,,www.qinhekj.com,1,1
20190620,,bazhong.yuqing.pro,1,1
20190615,iphone,wap.sru.edu.cn,1,1
20190620,,rongyaoh5test.huobanys.com,1,1
20190618,android,m.sogou.com,8220,7609
20190619,,zhishu.oa.com,3,2
20190618,,www.yigaoba.com,4,2
20190616,android,m.hxw163.com,1,1
20190620,android,192.168.10.252,1,1
20190618,,qj.cq.yuqing.pro,2,1
20190617,android,www.yuqing.pro,83,76
20190615,,m.sm.cn,18,18
20190616,,baowen.xhh.com,2185,71
20190620,,geek.coral.qq.com,157,36
20190620,,www.google.co.th,5,5
20190619,,blog.csdn.net,3,3
20190616,,st.so.com,2,2
20190618,,lite.push.webdev.com,13,2
20190617,,www.google.com.vn,3,3
20190618,,prod.uhrs.playmsn.com,2,2
20190619,android,m.discuss.com.hk,1,1
20190619,,i.xinmeibao.com,3,1
20190617,,jintaipolice.yuqing.pro,1,1
20190617,,m.chemm.com,1,1
20190619,,xw11.api.dd.lingtou001.com,2,1
20190617,iphone,m.so.com,139,137
20190615,android,weixin.cos.99.com,25,18
20190619,,sports.sina.com.cn,5,5
20190620,,mc.cz.he.yuqing.pro,2,1
20190614,iphone,mukaiguan.om.qq.com,3,1
20190619,,yangxian.yuqing.pro,1,1
20190614,iphone,www.google.com.tr,1,1
20190617,,www.google.com.my,27,24
20190614,,m.sp.sm.cn,1,1
20190619,android,1.1.1.2,29,26
20190616,android,c.tieba.baidu.com,8,8
20190617,,dongdian.k-it.cn,1,1
20190618,android,m.zhongsou.com,1,1
20190618,iphone,m.itouchtv.cn,1,1
20190618,,gswh.bangxi.net,1,1
20190619,iphone,so.m.sm.cn,1939,1864
20190619,iphone,www.jd-df.com,1,1
20190618,,pubg.qq.com,3,2
20190620,,wxservice.wengetech.com,2,2
20190616,,www.elight.cn,1,1
20190619,,wx2.qq.com,99,22
20190616,android,pinterest.com,1,1
20190615,iphone,www.google.lu,3,3
20190617,,720yun.com,1,1
20190616,,gugeji.com,1,1
20190619,android,blog.sina.cn,6,3
20190618,android,jmqmil.sina.cn,1,1
20190614,,sunnycoding.cn,1,1
20190617,android,quark.sm.cn,405,392
20190615,,blog.csdn.net,5,3
20190618,,www.ruizhicb.com,9,1
20190616,,zhiqiu.baidu.com,4,3
20190619,,ybyibin.yuqing.pro,1,1
20190620,,zsb.chd.edu.cn,1,1
20190616,,festyy.com,1,1
20190614,,192.168.1.99,5,4
20190617,android,www.hyfy.net.cn,1,1
20190614,,localhost,1,1
20190617,,v.webdev.com,1,1
20190617,android,down2.uc.cn,1,1
20190617,,server6.turkazzi.com,1,1
20190618,android,2.2.2.2,3,3
20190614,iphone,www.jingyuhuodong.com,2,2
20190616,,kuche.aks.xj.yuqing.pro,1,1
20190619,,www.carsvs.com,1,1
20190614,iphone,nativeapp.toutiao.com,1,1
20190620,android,10.10.10.222,2,1
20190620,android,10.2.2.2,1,1
20190618,,meijiehz.com,12,7
20190616,android,sp-web.search.auone.jp,2,1
20190614,,shenmu.yuqing.pro,1,1
20190619,,10.51.143.176,211,1
20190617,iphone,cetacousin.org,1,1
20190615,,so.m.sm.cn,281,257
20190617,iphone,www.google.com.vn,2,2
20190619,,47.99.68.8,1,1
20190614,,mmbiz.oa.com,133,18
20190615,,pic.sogou.com,12,11
20190614,iphone,www.google.ru,1,1
20190617,,yuqing.keyten.net,1,1
20190619,android,wxn.qq.com,4,4
20190616,,www.jianshu.com,3,3
20190614,,www.google.ch,1,1
20190620,,so.com,1,1
20190614,,images.wjbaike.site,3,3
20190617,,yuqing.pro,2,1
20190615,android,www.google.co.kr,2,2
20190620,,www.pinterest.co.uk,2,2
20190615,,www.meijiehang.com,1,1
